name,chemontid,level,SUBCLASS,CHEMONT_STRING,CLASS_STRING
Guanidines,CHEMONTID:0000375,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000375,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Guanidines
8-hydroxyquinolines,CHEMONTID:0003953,4,CHEMONTID:0001253,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001253;CHEMONTID:0003953,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;8-hydroxyquinolines
Arenediazo aryl sulfides,CHEMONTID:0004590,4,CHEMONTID:0003633,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003633;CHEMONTID:0004590,"Organic compounds;Organic 1,3-dipolar compounds;Propargyl-type 1,3-dipolar organic compounds;Arenediazo aryl sulfides"
Post-transition metal hypochlorites,CHEMONTID:0000719,4,CHEMONTID:0000451,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000451;CHEMONTID:0000719,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal oxoanionic compounds;Post-transition metal hypochlorites
Vitamin D and derivatives,CHEMONTID:0001460,4,CHEMONTID:0000258,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0001460,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Vitamin D and derivatives
Lanthanide bromides,CHEMONTID:0000577,4,CHEMONTID:0000440,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000440;CHEMONTID:0000577,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide salts;Lanthanide bromides
Organolead compounds,CHEMONTID:0004024,4,CHEMONTID:0001523,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0001523;CHEMONTID:0004024,Organic compounds;Organometallic compounds;Organo-post-transition metal compounds;Organolead compounds
Arsoles,CHEMONTID:0000065,4,CHEMONTID:0002052,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002052;CHEMONTID:0000065,Organic compounds;Organoheterocyclic compounds;Metalloheterocyclic compounds;Arsoles
Polyprenylphenols,CHEMONTID:0002221,4,CHEMONTID:0000259,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0002221,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Polyprenylphenols
Organic cyanides,CHEMONTID:0004504,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0004504,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Organic cyanides
3-cyanotriazenes,CHEMONTID:0004599,4,CHEMONTID:0003633,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003633;CHEMONTID:0004599,"Organic compounds;Organic 1,3-dipolar compounds;Propargyl-type 1,3-dipolar organic compounds;3-cyanotriazenes"
Steroid esters,CHEMONTID:0001691,4,CHEMONTID:0000258,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0001691,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Steroid esters
Carboxylic acid derivatives,CHEMONTID:0001093,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001093,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Carboxylic acid derivatives
Anagyrine-type alkaloids,CHEMONTID:0002723,4,CHEMONTID:0002719,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002719;CHEMONTID:0002723,Organic compounds;Alkaloids and derivatives;Lupin alkaloids;Anagyrine-type alkaloids
Pyridoindoles,CHEMONTID:0001213,4,CHEMONTID:0000211,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000211;CHEMONTID:0001213,Organic compounds;Organoheterocyclic compounds;Indoles and derivatives;Pyridoindoles
Actinide dithiophosphates,CHEMONTID:0002292,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0002292,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide dithiophosphates
"Propargyl-type 1,3-dipolar inorganic compounds",CHEMONTID:0003669,4,CHEMONTID:0003667,CHEMONTID:0000001;CHEMONTID:0001568;CHEMONTID:0003667;CHEMONTID:0003669,"Inorganic compounds;Miscellaneous inorganic compounds;Inorganic 1,3-dipolar compounds;Propargyl-type 1,3-dipolar inorganic compounds"
Sulfenyl halides,CHEMONTID:0003261,4,CHEMONTID:0003260,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0003260;CHEMONTID:0003261,Organic compounds;Organosulfur compounds;Sulfenyl compounds;Sulfenyl halides
Acyl bromides,CHEMONTID:0001017,4,CHEMONTID:0002865,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0002865;CHEMONTID:0001017,Organic compounds;Organohalogen compounds;Acyl halides;Acyl bromides
Alkali metal ferrates,CHEMONTID:0000896,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000896,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal ferrates
Phosphoramidothioic acid S-esters,CHEMONTID:0004663,4,CHEMONTID:0001438,CHEMONTID:0000000;CHEMONTID:0000400;CHEMONTID:0001438;CHEMONTID:0004663,Organic compounds;Organophosphorus compounds;Organothiophosphorus compounds;Phosphoramidothioic acid S-esters
Thiocarboxylic acids,CHEMONTID:0001199,4,CHEMONTID:0001112,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001112;CHEMONTID:0001199,Organic compounds;Organic acids and derivatives;Thiocarboxylic acids and derivatives;Thiocarboxylic acids
Difurocoumarins,CHEMONTID:0001536,4,CHEMONTID:0000145,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000145;CHEMONTID:0001536,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;Difurocoumarins
Phenylacetaldehydes,CHEMONTID:0001257,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0001257,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenylacetaldehydes
Organocopper compounds,CHEMONTID:0004017,4,CHEMONTID:0001371,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0001371;CHEMONTID:0004017,Organic compounds;Organometallic compounds;Organotransition metal compounds;Organocopper compounds
"1,3-benzodithiins",CHEMONTID:0002806,4,CHEMONTID:0002804,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002804;CHEMONTID:0002806,"Organic compounds;Organoheterocyclic compounds;Benzodithiins;1,3-benzodithiins"
Alkaline earth metal hydroxides,CHEMONTID:0000677,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0000677,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal hydroxides
Isothiosemicarbazones,CHEMONTID:0004693,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0004693,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Isothiosemicarbazones
Lanthanide selenites,CHEMONTID:0000778,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000778,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide selenites
Indolizines,CHEMONTID:0000216,4,CHEMONTID:0000213,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000213;CHEMONTID:0000216,Organic compounds;Organoheterocyclic compounds;Pyrrolopyridines;Indolizines
"Furo[2,3-c]pyridines",CHEMONTID:0004408,4,CHEMONTID:0004407,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004407;CHEMONTID:0004408,"Organic compounds;Organoheterocyclic compounds;Furopyridines;Furo[2,3-c]pyridines"
"Pyrido[3,4-d]pyrimidines",CHEMONTID:0004419,4,CHEMONTID:0001859,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001859;CHEMONTID:0004419,"Organic compounds;Organoheterocyclic compounds;Pyridopyrimidines;Pyrido[3,4-d]pyrimidines"
Metalloid peroxynitrates,CHEMONTID:0000810,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000810,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid peroxynitrates
Physalins and derivatives,CHEMONTID:0001671,4,CHEMONTID:0000258,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0001671,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Physalins and derivatives
Corrinoids,CHEMONTID:0000353,4,CHEMONTID:0001455,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001455;CHEMONTID:0000353,Organic compounds;Organoheterocyclic compounds;Tetrapyrroles and derivatives;Corrinoids
2-benzimidazolylcarbamic acid esters,CHEMONTID:0004711,4,CHEMONTID:0000294,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000294;CHEMONTID:0004711,Organic compounds;Organoheterocyclic compounds;Benzimidazoles;2-benzimidazolylcarbamic acid esters
Complex tannins,CHEMONTID:0001712,4,CHEMONTID:0000238,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000238;CHEMONTID:0001712,Organic compounds;Phenylpropanoids and polyketides;Tannins;Complex tannins
Alkali metal hyponitrites,CHEMONTID:0000641,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000641,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal hyponitrites
Nitrosopiperidines,CHEMONTID:0002442,4,CHEMONTID:0000195,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000195;CHEMONTID:0002442,Organic compounds;Organoheterocyclic compounds;Piperidines;Nitrosopiperidines
Stemonamine-type alkaloids,CHEMONTID:0003915,4,CHEMONTID:0003427,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003427;CHEMONTID:0003915,Organic compounds;Alkaloids and derivatives;Stemona alkaloids;Stemonamine-type alkaloids
Bisphosphatidic acids,CHEMONTID:0001751,4,CHEMONTID:0000256,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000256;CHEMONTID:0001751,Organic compounds;Lipids and lipid-like molecules;Glycerophospholipids;Bisphosphatidic acids
Lanthanide aluminates,CHEMONTID:0000949,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000949,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide aluminates
2-benzothiophenes,CHEMONTID:0004294,4,CHEMONTID:0000312,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000312;CHEMONTID:0004294,Organic compounds;Organoheterocyclic compounds;Benzothiophenes;2-benzothiophenes
Actinide arsenites,CHEMONTID:0000873,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000873,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide arsenites
P-toluquinols and derivatives,CHEMONTID:0002520,4,CHEMONTID:0000134,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0002520,Organic compounds;Benzenoids;Phenols;P-toluquinols and derivatives
Aromatic amines,CHEMONTID:0002241,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0002241,Organic compounds;Benzenoids;Benzene and substituted derivatives;Aromatic amines
Pregnane steroids,CHEMONTID:0003569,4,CHEMONTID:0000258,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000258;CHEMONTID:0003569,Organic compounds;Lipids and lipid-like molecules;Steroids and steroid derivatives;Pregnane steroids
"1,3-oxazines",CHEMONTID:0001341,4,CHEMONTID:0000082,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000082;CHEMONTID:0001341,"Organic compounds;Organoheterocyclic compounds;Oxazines;1,3-oxazines"
Oxatriazolidines,CHEMONTID:0001932,4,CHEMONTID:0002491,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002491;CHEMONTID:0001932,Organic compounds;Organoheterocyclic compounds;Azolidines;Oxatriazolidines
"1,4-oxathiin carboxamides",CHEMONTID:0004217,4,CHEMONTID:0002058,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002058;CHEMONTID:0004217,"Organic compounds;Organoheterocyclic compounds;Oxathiins;1,4-oxathiin carboxamides"
Halophenols,CHEMONTID:0002320,4,CHEMONTID:0000134,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0002320,Organic compounds;Benzenoids;Phenols;Halophenols
Actinide pyrosulfates,CHEMONTID:0000626,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000626,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide pyrosulfates
Metalloid hyposulfites,CHEMONTID:0000829,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000829,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid hyposulfites
Ortho thiazepines,CHEMONTID:0001353,4,CHEMONTID:0000068,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000068;CHEMONTID:0001353,Organic compounds;Organoheterocyclic compounds;Thiazepines;Ortho thiazepines
Alkali metal orthovanadates,CHEMONTID:0000908,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000908,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal orthovanadates
Triazinethiones,CHEMONTID:0001922,4,CHEMONTID:0000098,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000098;CHEMONTID:0001922,Organic compounds;Organoheterocyclic compounds;Triazines;Triazinethiones
2-pyranosylbenzothiazoles,CHEMONTID:0003704,4,CHEMONTID:0003737,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003737;CHEMONTID:0003704,"Organic compounds;Nucleosides, nucleotides, and analogues;Nucleoside and nucleotide analogues;2-pyranosylbenzothiazoles"
Thionucleosides,CHEMONTID:0001134,4,CHEMONTID:0003737,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003737;CHEMONTID:0001134,"Organic compounds;Nucleosides, nucleotides, and analogues;Nucleoside and nucleotide analogues;Thionucleosides"
Furanoflavonoids and dihydrofuranoflavonoids,CHEMONTID:0002614,4,CHEMONTID:0000334,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000334;CHEMONTID:0002614,Organic compounds;Phenylpropanoids and polyketides;Flavonoids;Furanoflavonoids and dihydrofuranoflavonoids
"2,4-Diaminothieno[2,3-d]pyrimidines",CHEMONTID:0004385,4,CHEMONTID:0002020,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002020;CHEMONTID:0004385,"Organic compounds;Organoheterocyclic compounds;Thienopyrimidines;2,4-Diaminothieno[2,3-d]pyrimidines"
Delta sultims,CHEMONTID:0002098,4,CHEMONTID:0001387,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001387;CHEMONTID:0002098,Organic compounds;Organoheterocyclic compounds;Sultims;Delta sultims
4-hydroxy-2-alkylquinolines,CHEMONTID:0001464,4,CHEMONTID:0001253,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001253;CHEMONTID:0001464,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;4-hydroxy-2-alkylquinolines
C4-linked imidazole ribonucleosides and ribonucleotides,CHEMONTID:0003736,4,CHEMONTID:0003737,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003737;CHEMONTID:0003736,"Organic compounds;Nucleosides, nucleotides, and analogues;Nucleoside and nucleotide analogues;C4-linked imidazole ribonucleosides and ribonucleotides"
"1,3,5-triazinanes",CHEMONTID:0002798,4,CHEMONTID:0002693,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002693;CHEMONTID:0002798,"Organic compounds;Organoheterocyclic compounds;Triazinanes;1,3,5-triazinanes"
Transition metal astatides,CHEMONTID:0000586,4,CHEMONTID:0000443,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000443;CHEMONTID:0000586,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal salts;Transition metal astatides
Metalloid tetrathionates,CHEMONTID:0000826,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000826,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid tetrathionates
Alkali metal silicates,CHEMONTID:0000901,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000901,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal silicates
Transition metal bromates,CHEMONTID:0000830,4,CHEMONTID:0000450,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000450;CHEMONTID:0000830,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal oxoanionic compounds;Transition metal bromates
Dithiocarbamic acids,CHEMONTID:0003935,4,CHEMONTID:0003934,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0003934;CHEMONTID:0003935,Organic compounds;Organic acids and derivatives;Dithiocarbamic acids and derivatives;Dithiocarbamic acids
Idoso compounds,CHEMONTID:0003274,4,CHEMONTID:0001518,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0001518;CHEMONTID:0003274,Organic compounds;Organohalogen compounds;Organoiodides;Idoso compounds
Organic chromates,CHEMONTID:0001278,4,CHEMONTID:0000463,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000463;CHEMONTID:0001278,Organic compounds;Organic oxygen compounds;Organic oxoanionic compounds;Organic chromates
Carbonic acid monoesters,CHEMONTID:0001655,4,CHEMONTID:0000364,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000364;CHEMONTID:0001655,Organic compounds;Organic acids and derivatives;Organic carbonic acids and derivatives;Carbonic acid monoesters
Organic nitric acids,CHEMONTID:0002487,4,CHEMONTID:0000488,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000488;CHEMONTID:0002487,Organic compounds;Organic acids and derivatives;Organic nitric acids and derivatives;Organic nitric acids
Thiocarboxylic acid amides,CHEMONTID:0001230,4,CHEMONTID:0001112,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001112;CHEMONTID:0001230,Organic compounds;Organic acids and derivatives;Thiocarboxylic acids and derivatives;Thiocarboxylic acid amides
Tricarboxylic acids and derivatives,CHEMONTID:0001986,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0001986,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives
Substituted pyrroles,CHEMONTID:0002257,4,CHEMONTID:0000090,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000090;CHEMONTID:0002257,Organic compounds;Organoheterocyclic compounds;Pyrroles;Substituted pyrroles
Metalloid selenophosphates,CHEMONTID:0002269,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0002269,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid selenophosphates
Coumarino-gamma-pyrones,CHEMONTID:0003191,4,CHEMONTID:0000145,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0000145;CHEMONTID:0003191,Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;Coumarino-gamma-pyrones
Chloroalkenes,CHEMONTID:0003905,4,CHEMONTID:0003903,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0003903;CHEMONTID:0003905,Organic compounds;Organohalogen compounds;Haloalkenes;Chloroalkenes
Actinide manganates,CHEMONTID:0000877,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000877,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide manganates
Thiolane-2-thiones,CHEMONTID:0003463,4,CHEMONTID:0000233,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000233;CHEMONTID:0003463,Organic compounds;Organoheterocyclic compounds;Thiolanes;Thiolane-2-thiones
Pyrrolopyrimidinecarboxylic acids and derivatives,CHEMONTID:0002284,4,CHEMONTID:0001799,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001799;CHEMONTID:0002284,Organic compounds;Organoheterocyclic compounds;Pyrrolopyrimidines;Pyrrolopyrimidinecarboxylic acids and derivatives
Silanols,CHEMONTID:0003201,5,CHEMONTID:0003194,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0001370;CHEMONTID:0003194;CHEMONTID:0003201,Organic compounds;Organometallic compounds;Organometalloid compounds;Organosilicon compounds;Silanols
"1-alkyl,2-acylglycero-3-phosphocholines",CHEMONTID:0003829,5,CHEMONTID:0002213,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000256;CHEMONTID:0002213;CHEMONTID:0003829,"Organic compounds;Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphocholines;1-alkyl,2-acylglycero-3-phosphocholines"
Telluraldehydes,CHEMONTID:0002477,5,CHEMONTID:0002469,CHEMONTID:0000000;CHEMONTID:0000462;CHEMONTID:0001370;CHEMONTID:0002469;CHEMONTID:0002477,Organic compounds;Organometallic compounds;Organometalloid compounds;Organotellurium compounds;Telluraldehydes
Aminotoluenes,CHEMONTID:0003964,5,CHEMONTID:0001091,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0001091;CHEMONTID:0003964,Organic compounds;Benzenoids;Benzene and substituted derivatives;Toluenes;Aminotoluenes
Hybrid glycopeptides,CHEMONTID:0002009,5,CHEMONTID:0002010,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001813;CHEMONTID:0002010;CHEMONTID:0002009,Organic compounds;Organic acids and derivatives;Peptidomimetics;Hybrid peptides;Hybrid glycopeptides
Dialkylglycerophosphoglycerophosphates,CHEMONTID:0002343,5,CHEMONTID:0002217,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000256;CHEMONTID:0002217;CHEMONTID:0002343,Organic compounds;Lipids and lipid-like molecules;Glycerophospholipids;Glycerophosphoglycerophosphates;Dialkylglycerophosphoglycerophosphates
Organic potassium salts,CHEMONTID:0003927,5,CHEMONTID:0004099,CHEMONTID:0000000;CHEMONTID:0003865;CHEMONTID:0004036;CHEMONTID:0004099;CHEMONTID:0003927,Organic compounds;Organic salts;Organic metal salts;Organic alkali metal salts;Organic potassium salts
